Age,90NJune,60NJune,30NJune,0 June,30SJune,60SJune,90SJune
-334,593.6,534.54,523.66,419.03,226.85,20.47,0
-335,593.17,534.36,523.82,419.38,227.24,20.66,0
-336,589.39,531.31,521.43,417.83,226.73,20.88,0
-337,582.59,525.68,516.73,414.59,225.44,21.14,0
-338,573.34,517.96,510.18,409.98,223.51,21.43,0
-339,562.38,508.8,502.37,404.46,221.18,21.76,0
-340,550.55,498.93,493.98,398.55,218.7,22.14,0
-341,538.72,489.12,485.71,392.79,216.35,22.58,0
-342,527.69,480.08,478.24,387.7,214.39,23.08,0
-343,518.18,472.42,472.14,383.71,213.05,23.67,0
-344,510.7,466.62,467.85,381.18,212.5,24.34,0
-345,505.61,462.95,465.64,380.31,212.84,25.08,0
-346,503.03,461.54,465.6,381.15,214.09,25.91,0
-347,502.88,462.29,467.62,383.6,216.18,26.78,0
-348,504.91,464.94,471.4,387.41,218.95,27.67,0
-349,508.67,469.06,476.5,392.19,222.17,28.54,0
-350,513.61,474.12,482.35,397.45,225.55,29.32,0
-351,519.11,479.54,488.33,402.66,228.77,29.97,0
-352,524.56,484.72,493.8,407.3,231.52,30.43,0
-353,529.4,489.14,498.24,410.92,233.54,30.66,0
-354,533.22,492.42,501.24,413.17,234.62,30.64,0
-355,535.77,494.34,502.58,413.9,234.7,30.35,0
-356,536.99,494.86,502.28,413.12,233.78,29.81,0
-357,537.03,494.15,500.51,411.01,232,29.07,0
-358,536.18,492.51,497.63,407.87,229.54,28.16,0
-359,534.85,490.35,494.1,404.12,226.67,27.16,0
-360,533.48,488.11,490.4,400.2,223.66,26.1,0
-361,532.51,486.22,487.02,396.5,220.76,25.05,0
-362,532.32,485.05,484.34,393.38,218.18,24.04,0
-363,533.16,484.84,482.66,391.08,216.08,23.12,0
-364,535.13,485.72,482.11,389.74,214.54,22.28,0
-365,538.21,487.67,482.69,389.37,213.59,21.56,0
-366,542.21,490.52,484.28,389.87,213.17,20.95,0
-367,546.83,494.02,486.62,391.06,213.21,20.45,0
-368,551.66,497.8,489.4,392.69,213.57,20.05,0
-369,556.26,501.49,492.23,394.47,214.1,19.75,0
-370,560.2,504.68,494.76,396.12,214.65,19.53,0
-371,563.1,507.05,496.66,397.39,215.11,19.39,0
-372,564.68,508.34,497.72,398.1,215.37,19.31,0
-373,564.81,508.45,497.8,398.15,215.39,19.31,0
-374,563.5,507.37,496.92,397.56,215.17,19.36,0
-375,560.93,505.26,495.21,396.41,214.74,19.48,0
-376,557.38,502.38,492.91,394.9,214.22,19.67,0
-377,553.26,499.07,490.34,393.27,213.71,19.93,0
-378,548.98,495.7,487.86,391.79,213.37,20.27,0
-379,544.97,492.66,485.8,390.72,213.31,20.7,0
-380,541.59,490.24,484.46,390.3,213.66,21.21,0
-381,539.09,488.68,484.04,390.67,214.49,21.81,0
-382,537.6,488.08,484.63,391.89,215.83,22.5,0
-383,537.09,488.41,486.19,393.92,217.64,23.27,0
-384,537.41,489.51,488.54,396.62,219.83,24.1,0
-385,538.25,491.11,491.38,399.72,222.26,24.97,0
-386,539.25,492.84,494.35,402.91,224.73,25.84,0
-387,539.98,494.31,497.02,405.83,227.02,26.67,0
-388,540.05,495.14,498.97,408.13,228.94,27.44,0
-389,539.14,495.01,499.85,409.5,230.28,28.1,0
-390,537.04,493.71,499.44,409.74,230.93,28.63,0
-391,533.72,491.21,497.68,408.77,230.82,28.99,0
-392,529.34,487.61,494.65,406.67,229.98,29.19,0
-393,524.2,483.2,490.63,403.65,228.53,29.23,0
-394,518.77,478.39,486.02,400.04,226.64,29.13,0
-395,513.57,473.68,481.33,396.25,224.55,28.91,0
-396,509.16,469.56,477.08,392.7,222.5,28.61,0
-397,506.06,466.52,473.75,389.8,220.72,28.26,0
-398,504.67,464.94,471.74,387.89,219.4,27.89,0
-399,505.26,465.08,471.3,387.17,218.67,27.51,0
-400,507.93,467.02,472.54,387.73,218.58,27.15,0
-401,512.58,470.69,475.38,389.51,219.09,26.78,0
-402,518.93,475.82,479.57,392.3,220.1,26.42,0
-403,526.54,482.03,484.71,395.81,221.44,26.04,0
-404,534.84,488.81,490.31,399.62,222.89,25.63,0
-405,543.21,495.6,495.83,403.3,224.23,25.16,0
-406,551,501.82,500.73,406.45,225.23,24.65,0
-407,557.63,506.99,504.53,408.69,225.72,24.07,0
-408,562.66,510.71,506.91,409.78,225.58,23.43,0
-409,565.81,512.76,507.66,409.59,224.75,22.75,0
-410,566.99,513.08,506.78,408.13,223.28,22.05,0
-411,566.32,511.81,504.43,405.56,221.27,21.36,0
-412,564.1,509.22,500.93,402.15,218.88,20.69,0
-413,560.75,505.72,496.69,398.25,216.32,20.09,0
-414,556.78,501.77,492.19,394.25,213.8,19.58,0
-415,552.7,497.83,487.89,390.53,211.54,19.18,0
-416,548.98,494.34,484.23,387.45,209.74,18.91,0
-417,546.02,491.64,481.54,385.27,208.53,18.78,0
-418,544.05,489.96,480.05,384.17,208.02,18.8,0
-419,543.19,489.39,479.84,384.23,208.25,18.98,0
-420,543.39,489.9,480.89,385.41,209.19,19.31,0
-421,544.46,491.3,483,387.56,210.77,19.79,0
-422,546.08,493.32,485.9,390.46,212.86,20.4,0
-423,547.88,495.6,489.22,393.8,215.28,21.12,0
-424,549.42,497.75,492.55,397.24,217.84,21.94,0
-425,550.3,499.38,495.49,400.45,220.34,22.81,0
-426,550.17,500.16,497.67,403.09,222.59,23.7,0
-427,548.81,499.86,498.83,404.94,224.42,24.58,0
-428,546.13,498.38,498.8,405.84,225.74,25.42,0
-429,542.22,495.77,497.6,405.75,226.49,26.19,0
-430,537.32,492.2,495.35,404.77,226.69,26.86,0
-431,531.81,487.98,492.33,403.07,226.43,27.43,0
-432,526.13,483.53,488.9,400.94,225.84,27.88,0
-433,520.8,479.26,485.48,398.69,225.07,28.23,0
-434,516.3,475.6,482.46,396.65,224.31,28.47,0
-435,513.03,472.92,480.21,395.1,223.7,28.63,0
-436,511.3,471.5,479,394.26,223.36,28.7,0
-437,511.25,471.46,478.97,394.23,223.35,28.7,0
-438,512.89,472.81,480.12,395.03,223.67,28.63,0
-439,516.07,475.41,482.3,396.54,224.27,28.48,0
-440,520.47,478.99,485.27,398.56,225.03,28.25,0
-441,525.68,483.18,488.65,400.79,225.81,27.93,0
-442,531.23,487.56,492.05,402.93,226.43,27.5,0
-443,536.62,491.69,495.05,404.66,226.75,26.97,0
-444,541.37,495.18,497.3,405.69,226.62,26.34,0
-445,545.11,497.71,498.52,405.85,225.96,25.63,0
-446,547.6,499.09,498.54,405.02,224.75,24.85,0
-447,548.72,499.25,497.38,403.24,223.02,24.04,0
-448,548.55,498.27,495.15,400.64,220.87,23.21,0
-449,547.29,496.38,492.1,397.45,218.46,22.42,0
-450,545.27,493.89,488.59,393.96,215.96,21.68,0
-451,542.89,491.19,485.02,390.52,213.57,21.03,0
-452,540.61,488.67,481.8,387.47,211.5,20.49,0
-453,538.84,486.73,479.34,385.14,209.92,20.09,0
-454,537.94,485.69,477.94,383.79,208.97,19.83,0
-455,538.16,485.78,477.84,383.59,208.77,19.72,0
-456,539.63,487.11,479.16,384.65,209.34,19.78,0
-457,542.32,489.66,481.85,386.93,210.69,19.99,0
-458,546.06,493.26,485.76,390.3,212.73,20.36,0
-459,550.53,497.62,490.6,394.52,215.33,20.85,0
-460,555.27,502.33,495.93,399.24,218.29,21.45,0
-461,559.76,506.9,501.27,404.06,221.39,22.14,0
-462,563.41,510.8,506.07,408.52,224.36,22.87,0
-463,565.69,513.51,509.78,412.16,226.94,23.61,0
-464,566.12,514.6,511.94,414.59,228.88,24.32,0
-465,564.4,513.75,512.2,415.49,230,24.97,0
-466,560.41,510.83,510.38,414.7,230.18,25.5,0
-467,554.27,505.93,506.52,412.23,229.39,25.92,0
-468,546.32,499.32,500.88,408.24,227.72,26.19,0
-469,537.11,491.49,493.89,403.09,225.33,26.34,0
-470,527.35,483.07,486.17,397.26,222.49,26.37,0
-471,517.83,474.76,478.42,391.32,219.5,26.31,0
-472,509.35,467.31,471.37,385.85,216.7,26.2,0
-473,502.65,461.39,465.72,381.42,214.39,26.08,0
-474,498.35,457.56,462.02,378.5,212.84,25.97,0
-475,496.88,456.22,460.69,377.43,212.25,25.91,0
-476,498.45,457.58,461.95,378.38,212.72,25.91,0
-477,503.04,461.62,465.77,381.35,214.25,25.97,0
-478,510.38,468.08,471.91,386.12,216.71,26.08,0
-479,519.95,476.51,479.89,392.34,219.91,26.22,0
-480,531.03,486.23,489.06,399.44,223.54,26.35,0
-481,542.71,496.44,498.61,406.79,227.25,26.44,0
-482,554.03,506.25,507.66,413.67,230.65,26.45,0
-483,563.99,514.78,515.36,419.4,233.36,26.35,0
-484,571.72,521.24,520.93,423.37,235.07,26.12,0
-485,576.54,525.04,523.82,425.15,235.55,25.74,0
-486,578.04,525.83,523.72,424.51,234.7,25.23,0
-487,576.18,523.58,520.63,421.47,232.54,24.6,0
-488,571.22,518.57,514.85,416.29,229.24,23.88,0
-489,563.73,511.31,506.93,409.44,225.07,23.11,0
-490,554.53,502.58,497.64,401.54,220.37,22.34,0
-491,544.58,493.22,487.85,393.31,215.56,21.6,0
-492,534.86,484.15,478.45,385.47,211.02,20.95,0
-493,526.3,476.21,470.28,378.68,207.13,20.42,0
-494,519.69,470.1,464.03,373.52,204.19,20.03,0
-495,515.62,466.36,460.24,370.4,202.42,19.81,0
-496,514.45,465.29,459.19,369.56,201.97,19.77,0
-497,516.24,466.98,460.98,371.07,202.86,19.91,0
-498,520.81,471.26,465.43,374.79,205.02,20.23,0
-499,527.73,477.73,472.16,380.43,208.29,20.7,0
-500,536.34,485.8,480.58,387.5,212.41,21.32,0
-501,545.79,494.72,489.96,395.41,217.07,22.05,0
-502,555.14,503.62,499.44,403.48,221.87,22.85,0
-503,563.44,511.63,508.15,411,226.43,23.67,0
-504,569.8,517.95,515.27,417.29,230.37,24.48,0
-505,573.52,521.92,520.14,421.81,233.38,25.24,0
-506,574.16,523.13,522.31,424.17,235.23,25.89,0
-507,571.6,521.44,521.61,424.22,235.81,26.43,0
-508,566.02,517.01,518.15,422.03,235.14,26.82,0
-509,557.93,510.26,512.34,417.89,233.37,27.08,0
-510,548.05,501.83,504.77,412.29,230.75,27.21,0
-511,537.26,492.52,496.22,405.82,227.59,27.23,0
-512,526.48,483.13,487.48,399.13,224.24,27.19,0
-513,516.57,474.46,479.35,392.86,221.06,27.1,0
-514,508.28,467.19,472.48,387.53,218.34,27,0
-515,502.17,461.81,467.39,383.58,216.31,26.92,0
-516,498.58,458.65,464.39,381.24,215.1,26.87,0
-517,497.62,457.8,463.58,380.6,214.77,26.85,0
-518,499.22,459.19,464.86,381.58,215.25,26.85,0
-519,503.07,462.53,467.96,383.95,216.43,26.86,0
-520,508.74,467.43,472.47,387.36,218.1,26.85,0
-521,515.69,473.39,477.88,391.41,220.03,26.79,0
-522,523.34,479.88,483.66,395.66,221.99,26.65,0
-523,531.12,486.38,489.31,399.7,223.74,26.42,0
-524,538.53,492.46,494.38,403.19,225.11,26.08,0
-525,545.17,497.77,498.57,405.89,225.98,25.63,0
-526,550.79,502.09,501.68,407.66,226.29,25.09,0
-527,555.27,505.35,503.69,408.5,226.05,24.47,0
-528,558.62,507.58,504.65,408.48,225.34,23.8,0
-529,560.94,508.9,504.72,407.77,224.25,23.11,0
-530,562.41,509.49,504.12,406.54,222.92,22.43,0
-531,563.21,509.53,503.06,405.01,221.46,21.78,0
-532,563.49,509.18,501.74,403.33,220,21.19,0
-533,563.38,508.57,500.29,401.64,218.61,20.67,0
-534,562.92,507.75,498.8,400.01,217.34,20.24,0
-535,562.12,506.72,497.28,398.47,216.22,19.91,0
-536,560.9,505.43,495.69,397,215.24,19.67,0
-537,559.18,503.8,493.97,395.54,214.38,19.54,0
-538,556.87,501.77,492.05,394.05,213.61,19.5,0
-539,553.91,499.26,489.86,392.46,212.9,19.56,0
-540,550.29,496.27,487.39,390.77,212.24,19.7,0
-541,546.11,492.88,484.7,389.02,211.65,19.94,0
-542,541.52,489.23,481.91,387.28,211.15,20.26,0
-543,536.77,485.52,479.22,385.71,210.83,20.66,0
-544,532.19,482.04,476.86,384.49,210.76,21.15,0
-545,528.12,479.1,475.11,383.82,211.05,21.73,0
-546,524.91,476.98,474.26,383.92,211.81,22.39,0
-547,522.87,475.96,474.55,384.96,213.11,23.14,0
-548,522.22,476.23,476.13,387.08,215.02,23.98,0
-549,523.06,477.86,479.07,390.29,217.54,24.88,0
-550,525.34,480.81,483.28,394.52,220.61,25.85,0
-551,528.88,484.86,488.55,399.57,224.11,26.84,0
-552,533.3,489.67,494.49,405.12,227.84,27.82,0
-553,538.12,494.77,500.6,410.74,231.54,28.75,0
-554,542.75,499.6,506.29,415.92,234.92,29.56,0
-555,546.59,503.57,510.93,420.12,237.64,30.21,0
-556,549.05,506.13,513.94,422.86,239.42,30.64,0
-557,549.66,506.84,514.87,423.74,240.03,30.82,0
-558,548.16,505.44,513.43,422.55,239.35,30.72,0
-559,544.49,501.89,509.59,419.25,237.35,30.35,0
-560,538.86,496.4,503.59,414.04,234.16,29.73,0
-561,531.73,489.4,495.89,407.33,230.03,28.91,0
-562,523.74,481.52,487.15,399.68,225.28,27.95,0
-563,515.66,473.48,478.15,391.75,220.32,26.91,0
-564,508.33,466.08,469.72,384.23,215.56,25.86,0
-565,502.54,460.07,462.63,377.79,211.36,24.86,0
-566,498.99,456.09,457.57,372.98,208.07,23.96,0
-567,498.22,454.66,455.04,370.23,205.93,23.19,0
-568,500.56,456.08,455.36,369.8,205.08,22.57,0
-569,506.12,460.43,458.63,371.78,205.57,22.12,0
-570,514.73,467.59,464.72,376.06,207.35,21.82,0
-571,526,477.19,473.25,382.34,210.26,21.66,0
-572,539.26,488.63,483.67,390.17,214.04,21.62,0
-573,553.65,501.14,495.2,398.94,218.38,21.67,0
-574,568.14,513.8,506.96,407.94,222.89,21.77,0
-575,581.62,525.6,517.97,416.41,227.16,21.9,0
-576,592.96,535.55,527.28,423.59,230.8,22.03,0
-577,601.2,542.77,534.05,428.8,233.45,22.12,0
-578,605.56,546.6,537.62,431.55,234.84,22.17,0
-579,605.62,546.62,537.6,431.51,234.79,22.14,0
-580,601.3,542.79,533.94,428.64,233.3,22.05,0
-581,592.92,535.38,526.91,423.15,230.45,21.9,0
-582,581.17,525.01,517.08,415.5,226.49,21.7,0
-583,567.01,512.52,505.27,406.32,221.76,21.47,0
-584,551.59,498.94,492.47,396.39,216.67,21.24,0
-585,536.13,485.36,479.73,386.56,211.67,21.06,0
-586,521.8,472.84,468.09,377.63,207.19,20.95,0
-587,509.67,462.33,458.46,370.34,203.62,20.95,0
-588,500.57,454.59,451.58,365.3,201.3,21.09,0
-589,495.09,450.15,448.01,362.93,200.46,21.39,0
-590,493.56,449.31,448.02,363.47,201.24,21.87,0
-591,495.99,452.08,451.63,366.94,203.64,22.54,0
-592,502.09,458.2,458.6,373.14,207.56,23.38,0
-593,511.3,467.17,468.41,381.64,212.76,24.37,0
-594,522.79,478.21,480.28,391.82,218.88,25.46,0
-595,535.5,490.34,493.23,402.86,225.48,26.59,0
-596,548.23,502.48,506.12,413.83,232,27.7,0
-597,559.76,513.46,517.78,423.74,237.9,28.69,0
-598,568.94,522.22,527.1,431.68,242.64,29.5,0
-599,574.82,527.87,533.18,436.89,245.77,30.06,0
-600,576.79,529.85,535.4,438.86,247,30.33,0
-601,574.67,527.95,533.57,437.41,246.23,30.27,0
-602,568.67,522.39,527.89,432.71,243.55,29.91,0
-603,559.43,513.76,518.96,425.26,239.25,29.28,0
-604,547.9,502.94,507.69,415.81,233.74,28.44,0
-605,535.23,490.99,495.18,405.28,227.57,27.47,0
-606,522.64,479.07,482.6,394.64,221.28,26.45,0
-607,511.31,468.24,471.06,384.8,215.41,25.44,0
-608,502.23,459.46,461.52,376.57,210.41,24.51,0
-609,496.2,453.43,454.71,370.54,206.62,23.71,0
-610,493.7,450.62,451.11,367.11,204.26,23.06,0
-611,494.95,451.22,450.9,366.42,203.42,22.58,0
-612,499.86,455.15,454.01,368.43,204.08,22.26,0
-613,508.05,462.07,460.09,372.85,206.07,22.09,0
-614,518.88,471.41,468.59,379.24,209.15,22.05,0
-615,531.51,482.4,478.76,387,213,22.1,0
-616,544.94,494.15,489.71,395.41,217.24,22.21,0
-617,558.09,505.68,500.52,403.75,221.48,22.36,0
-618,569.92,516.07,510.28,411.29,225.32,22.51,0
-619,579.48,524.48,518.19,417.42,228.45,22.63,0
-620,586.08,530.28,523.66,421.65,230.62,22.72,0
-621,589.28,533.1,526.31,423.7,231.67,22.77,0
-622,588.99,532.85,526.07,423.52,231.58,22.77,0
-623,585.41,529.7,523.13,421.25,230.42,22.72,0
-624,579.03,524.12,517.91,417.23,228.39,22.66,0
-625,570.55,516.7,511,411.93,225.72,22.59,0
-626,560.79,508.19,503.11,405.9,222.71,22.53,0
-627,550.57,499.32,494.95,399.7,219.66,22.51,0
-628,540.7,490.8,487.19,393.88,216.85,22.54,0
-629,531.82,483.22,480.41,388.86,214.5,22.65,0
-630,524.44,477.02,475.02,384.98,212.79,22.83,0
-631,518.87,472.46,471.27,382.44,211.83,23.1,0
-632,515.23,469.66,469.25,381.29,211.63,23.45,0
-633,513.46,468.54,468.89,381.48,212.16,23.87,0
-634,513.38,468.94,470,382.83,213.31,24.34,0
-635,514.67,470.56,472.27,385.08,214.94,24.84,0
-636,516.99,473.06,475.35,387.95,216.86,25.34,0
-637,519.96,476.1,478.87,391.12,218.89,25.8,0
-638,523.25,479.36,482.51,394.32,220.88,26.21,0
-639,526.59,482.58,485.98,397.31,222.69,26.54,0
-640,529.79,485.58,489.11,399.93,224.22,26.77,0
-641,532.76,488.28,491.81,402.12,225.43,26.9,0
-642,535.49,490.68,494.07,403.86,226.32,26.93,0
-643,538.04,492.83,495.94,405.22,226.92,26.87,0
-644,540.49,494.79,497.52,406.26,227.28,26.72,0
-645,542.9,496.66,498.9,407.07,227.45,26.49,0
-646,545.29,498.45,500.11,407.69,227.47,26.22,0
-647,547.64,500.16,501.18,408.14,227.35,25.89,0
-648,549.84,501.7,502.02,408.39,227.1,25.53,0
-649,551.72,502.93,502.52,408.34,226.66,25.13,0
-650,553.05,503.67,502.53,407.88,226,24.71,0
-651,553.61,503.71,501.85,406.89,225.05,24.27,0
-652,553.19,502.89,500.36,405.25,223.77,23.81,0
-653,551.66,501.1,497.96,402.92,222.13,23.35,0
-654,548.99,498.32,494.64,399.89,220.15,22.88,0
-655,545.28,494.66,490.53,396.27,217.89,22.43,0
-656,540.77,490.32,485.86,392.25,215.47,22,0
-657,535.8,485.65,480.94,388.11,213.04,21.62,0
-658,530.85,481.04,476.21,384.18,210.78,21.31,0
-659,526.41,476.97,472.1,380.82,208.89,21.09,0
-660,523,473.9,469.08,378.39,207.58,20.96,0
-661,521.07,472.22,467.54,377.23,207,20.96,0
-662,520.97,472.26,467.79,377.56,207.31,21.09,0
-663,522.89,474.19,470,379.54,208.56,21.36,0
-664,526.86,478.03,474.19,383.15,210.76,21.76,0
-665,532.67,483.59,480.16,388.27,213.83,22.29,0
-666,539.93,490.52,487.56,394.58,217.6,22.93,0
